ID,Nombre Español,Nombre Ingles,region,sub-region,intermediate-region,alpha-2,alpha-3,Latitude (average),Longitude (average),WORLDPOB_SN,WORLDMPOB_Country (or dependency),WORLDMPOB_#,WORLD_SN,"WORLDM_Country,Other",ECDC_SN,ECDC_countriesAndTerritories,OURWOR_SN,OURWORLD_Entity,JHONH_SN,JHONH_Country/Region,Early_SN,Early_COUNTRY,Tipo,Nombre común,"Estado
(forma oficial)",Forma de gobierno,Capital,Continente,Mapa Google,Wikipedia,MapUbicaciónWIKI,Noticias BING,Videos BING
129,Nauru,Nauru,Oceania,Micronesia,,NR,NRU,-0.5333,166.9167,S,Nauru,227.0,N,Nauru,N,Nauru,N,Nauru,N,Nauru,N,Nauru,Estado Soberanos,,República de Nauru,República parlamentaria,Yaren​,Oceanía,https://www.google.com/maps/place/Nauru,https://es.wikipedia.org/wiki/Nauru,https://commons.wikimedia.org/wiki/File:Nauru_in_its_region.svg#/media/File:Nauru_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Nauru&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Nauru&FORM=HDRSC4
130,Nepal,Nepal,Asia,Southern Asia,,NP,NPL,28.0,84.0,S,Nepal,49.0,S,Nepal,S,Nepal,S,Nepal,S,Nepal,N,Nepal,Estado Soberanos,,República Federal Democrática de Nepal,República parlamentaria,Katmandú,Asia,https://www.google.com/maps/place/Nepal,https://es.wikipedia.org/wiki/Nepal,https://commons.wikimedia.org/wiki/File:Nepal_in_its_region.svg#/media/File:Nepal_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Nepal&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Nepal&FORM=HDRSC4
131,Nicaragua,Nicaragua,Americas,Latin America and the Caribbean,Central America,NI,NIC,13.0,-85.0,S,Nicaragua,110.0,S,Nicaragua,S,Nicaragua,S,Nicaragua,S,Nicaragua,N,Nicaragua,Estado Soberanos,,República de Nicaragua,República presidencialista,Managua,América,https://www.google.com/maps/place/Nicaragua,https://es.wikipedia.org/wiki/Nicaragua,https://commons.wikimedia.org/wiki/File:Nicaragua_in_its_region.svg#/media/File:Nicaragua_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Nicaragua&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Nicaragua&FORM=HDRSC4
132,Níger,Niger,Africa,Sub-Saharan Africa,Western Africa,NE,NER,16.0,8.0,S,Niger,56.0,S,Niger,S,Niger,S,Niger,S,Niger,S,Niger,Estado Soberanos,,República del Níger,República semipresidencialista,Niamey,África,https://www.google.com/maps/place/Níger,https://es.wikipedia.org/wiki/Níger,https://commons.wikimedia.org/wiki/File:Niger_in_its_region.svg#/media/File:Niger_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Niger&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Niger&FORM=HDRSC4
133,Nigeria,Nigeria,Africa,Sub-Saharan Africa,Western Africa,NG,NGA,10.0,8.0,S,Nigeria,7.0,S,Nigeria,S,Nigeria,S,Nigeria,S,Nigeria,S,Nigeria,Estado Soberanos,,República Federal de Nigeria,República presidencialista,Abuya,África,https://www.google.com/maps/place/Nigeria,https://es.wikipedia.org/wiki/Nigeria,https://commons.wikimedia.org/wiki/File:Nigeria_in_its_region.svg#/media/File:Nigeria_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Nigeria&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Nigeria&FORM=HDRSC4
134,Noruega,Norway,Europe,Northern Europe,,NO,NOR,62.0,10.0,S,Norway,119.0,S,Norway,S,Norway,S,Norway,S,Norway,S,Norway,Estado Soberanos,,Reino de Noruega,Monarquía parlamentaria,Oslo,Europa,https://www.google.com/maps/place/Noruega,https://es.wikipedia.org/wiki/Noruega,https://commons.wikimedia.org/wiki/File:Norway_in_its_region.svg#/media/File:Norway_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Norway&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Norway&FORM=HDRSC4
135,Nueva Zelanda / Nueva Zelandia,New Zealand,Oceania,Australia and New Zealand,,NZ,NZL,-41.0,174.0,S,New Zealand,126.0,S,New Zealand,S,New_Zealand,S,New Zealand,S,New Zealand,S,New Zealand,Estado Soberanos,,Nueva Zelanda,Monarquía constitucional,Wellington,Oceanía,https://www.google.com/maps/place/Nueva Zelanda / Nueva Zelandia,https://es.wikipedia.org/wiki/Nueva Zelanda / Nueva Zelandia,https://commons.wikimedia.org/wiki/File:New Zealand_in_its_region.svg#/media/File:New Zealand_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +New Zealand&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +New Zealand&FORM=HDRSC4
136,Omán,Oman,Asia,Western Asia,,OM,OMN,21.0,57.0,S,Oman,120.0,S,Oman,S,Oman,S,Oman,S,Oman,S,Oman,Estado Soberanos,,Sultanato de Omán,Monarquía absoluta,Mascate,Asia,https://www.google.com/maps/place/Omán,https://es.wikipedia.org/wiki/Omán,https://commons.wikimedia.org/wiki/File:Oman_in_its_region.svg#/media/File:Oman_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Oman&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Oman&FORM=HDRSC4
137,Países Bajos,Netherlands,Europe,Western Europe,,NL,NLD,52.5,5.75,S,Netherlands,69.0,S,Netherlands,S,Netherlands,S,Netherlands,S,Netherlands,S,Netherlands,País constituyente Autónomo,,Reino de los Países Bajos,Monarquía parlamentaria,Ámsterdam​,Europa,https://www.google.com/maps/place/Países Bajos,https://es.wikipedia.org/wiki/Países Bajos,https://commons.wikimedia.org/wiki/File:Netherlands_in_its_region.svg#/media/File:Netherlands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Netherlands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Netherlands&FORM=HDRSC4
138,Pakistán,Pakistan,Asia,Southern Asia,,PK,PAK,30.0,70.0,S,Pakistan,5.0,S,Pakistan,S,Pakistan,S,Pakistan,S,Pakistan,S,Pakistan,Estado Soberanos,,República Islámica de Pakistán,República islámica parlamentaria,Islamabad,Asia,https://www.google.com/maps/place/Pakistán,https://es.wikipedia.org/wiki/Pakistán,https://commons.wikimedia.org/wiki/File:Pakistan_in_its_region.svg#/media/File:Pakistan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Pakistan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Pakistan&FORM=HDRSC4
139,Palaos,Palau,Oceania,Micronesia,,PW,PLW,7.5,134.5,S,Palau,222.0,N,Palau,N,Palau,N,Palau,N,Palau,N,Palau,Estado Soberanos,,República de Palaos,República presidencialista,Ngerulmud,Oceanía,https://www.google.com/maps/place/Palaos,https://es.wikipedia.org/wiki/Palaos,https://commons.wikimedia.org/wiki/File:Palau_in_its_region.svg#/media/File:Palau_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Palau&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Palau&FORM=HDRSC4
140,Palestina,Palestine,Asia,Western Asia,,PS,PSE,32.0,35.25,S,State of Palestine,121.0,S,Palestine,S,Palestine,S,Palestine,S,West Bank and Gaza,S,Palestinian Territory,Estado Soberanos,,Estado de Palestina,República semipresidencialista,"oficial: Jerusalén Este​​
de facto: Ramala​",Asia,https://www.google.com/maps/place/Palestina,https://es.wikipedia.org/wiki/Palestina,https://commons.wikimedia.org/wiki/File:Palestine_in_its_region.svg#/media/File:Palestine_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Palestine&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Palestine&FORM=HDRSC4
141,Panamá,Panama,Americas,Latin America and the Caribbean,Central America,PA,PAN,9.0,-80.0,S,Panama,128.0,S,Panama,S,Panama,S,Panama,S,Panama,N,Panama,Estado Soberanos,,República de Panamá,República presidencialista,Ciudad de Panamá,América,https://www.google.com/maps/place/Panamá,https://es.wikipedia.org/wiki/Panamá,https://commons.wikimedia.org/wiki/File:Panama_in_its_region.svg#/media/File:Panama_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Panama&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Panama&FORM=HDRSC4
142,Papúa Nueva Guinea,Papua New Guinea,Oceania,Melanesia,,PG,PNG,-6.0,147.0,S,Papua New Guinea,98.0,S,Papua New Guinea,S,Papua_New_Guinea,S,Papua New Guinea,S,Papua New Guinea,N,Papua New Guinea,Estado Soberanos,,Estado Independiente de Papúa Nueva Guinea,Monarquía constitucional,Puerto Moresby,Oceanía,https://www.google.com/maps/place/Papúa Nueva Guinea,https://es.wikipedia.org/wiki/Papúa Nueva Guinea,https://commons.wikimedia.org/wiki/File:Papua New Guinea_in_its_region.svg#/media/File:Papua New Guinea_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Papua New Guinea&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Papua New Guinea&FORM=HDRSC4
143,Paraguay,Paraguay,Americas,Latin America and the Caribbean,South America,PY,PRY,-23.0,-58.0,S,Paraguay,106.0,S,Paraguay,S,Paraguay,S,Paraguay,S,Paraguay,N,Paraguay,Estado Soberanos,,República del Paraguay,República presidencialista,Asunción,América,https://www.google.com/maps/place/Paraguay,https://es.wikipedia.org/wiki/Paraguay,https://commons.wikimedia.org/wiki/File:Paraguay_in_its_region.svg#/media/File:Paraguay_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Paraguay&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Paraguay&FORM=HDRSC4
144,Perú,Peru,Americas,Latin America and the Caribbean,South America,PE,PER,-10.0,-76.0,S,Peru,43.0,S,Peru,S,Peru,S,Peru,S,Peru,S,Peru,Estado Soberanos,,República del Perú,República presidencialista,Lima,América,https://www.google.com/maps/place/Perú,https://es.wikipedia.org/wiki/Perú,https://commons.wikimedia.org/wiki/File:Peru_in_its_region.svg#/media/File:Peru_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Peru&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Peru&FORM=HDRSC4
145,Polonia,Poland,Europe,Eastern Europe,,PL,POL,52.0,20.0,S,Poland,38.0,S,Poland,S,Poland,S,Poland,S,Poland,S,Poland,Estado Soberanos,,República de Polonia,República parlamentaria,Varsovia,Europa,https://www.google.com/maps/place/Polonia,https://es.wikipedia.org/wiki/Polonia,https://commons.wikimedia.org/wiki/File:Poland_in_its_region.svg#/media/File:Poland_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Poland&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Poland&FORM=HDRSC4
146,Portugal,Portugal,Europe,Southern Europe,,PT,PRT,39.5,-8.0,S,Portugal,89.0,S,Portugal,S,Portugal,S,Portugal,S,Portugal,S,Portugal,Estado Soberanos,,República Portuguesa,República semipresidencialista,Lisboa,Europa,https://www.google.com/maps/place/Portugal,https://es.wikipedia.org/wiki/Portugal,https://commons.wikimedia.org/wiki/File:Portugal_in_its_region.svg#/media/File:Portugal_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Portugal&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Portugal&FORM=HDRSC4
147,Reino Unido,United Kingdom,Europe,Northern Europe,,GB,GBR,54.0,-2.0,S,United Kingdom,21.0,S,UK,S,United_Kingdom,S,United Kingdom,S,United Kingdom,S,United Kingdom,Estado Soberanos,,Reino Unido de Gran Bretaña e Irlanda del Norte,Monarquía constitucional,Londres,Europa,https://www.google.com/maps/place/Reino Unido,https://es.wikipedia.org/wiki/Reino Unido,https://commons.wikimedia.org/wiki/File:United Kingdom_in_its_region.svg#/media/File:United Kingdom_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +United Kingdom&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +United Kingdom&FORM=HDRSC4
148,Ruanda,Rwanda,Africa,Sub-Saharan Africa,Eastern Africa,RW,RWA,-2.0,30.0,S,Rwanda,76.0,S,Rwanda,S,Rwanda,N,Rwanda,S,Rwanda,N,Rwanda,Estado Soberanos,,República de Ruanda,República presidencialista,Kigali,África,https://www.google.com/maps/place/Ruanda,https://es.wikipedia.org/wiki/Ruanda,https://commons.wikimedia.org/wiki/File:Rwanda_in_its_region.svg#/media/File:Rwanda_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Rwanda&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Rwanda&FORM=HDRSC4
149,Rumania / Rumanía,Romania,Europe,Eastern Europe,,RO,ROU,46.0,25.0,S,Romania,61.0,S,Romania,S,Romania,S,Russia,S,Romania,S,Romania,Estado Soberanos,,Rumania,República semipresidencialista,Bucarest,Europa,https://www.google.com/maps/place/Rumania / Rumanía,https://es.wikipedia.org/wiki/Rumania / Rumanía,https://commons.wikimedia.org/wiki/File:Romania_in_its_region.svg#/media/File:Romania_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Romania&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Romania&FORM=HDRSC4
150,Rusia,Russia,Europe,Eastern Europe,,RU,RUS,60.0,100.0,S,Russia,9.0,S,Russia,S,Russia,S,Rwanda,S,Russia,S,Russian Federation,Estado Soberanos,,Federación de Rusia,República semipresidencialista,Moscú,Europa,https://www.google.com/maps/place/Rusia,https://es.wikipedia.org/wiki/Rusia,https://commons.wikimedia.org/wiki/File:Russia_in_its_region.svg#/media/File:Russia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Russia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Russia&FORM=HDRSC4
151,Islas Salomón,Solomon Islands,Oceania,Melanesia,,SB,SLB,-8.0,159.0,S,Solomon Islands,166.0,N,Solomon Islands,N,Solomon Islands,N,Solomon Islands,N,Solomon Islands,N,Solomon Islands,Estado Soberanos,,Islas Salomón,Monarquía constitucional,Honiara,Oceanía,https://www.google.com/maps/place/Islas Salomón,https://es.wikipedia.org/wiki/Islas Salomón,https://commons.wikimedia.org/wiki/File:Solomon Islands_in_its_region.svg#/media/File:Solomon Islands_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Solomon Islands&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Solomon Islands&FORM=HDRSC4
152,Samoa,Samoa,Oceania,Polynesia,,WS,WSM,-13.5833,-172.3333,S,Samoa,188.0,N,Samoa,N,Samoa,N,Samoa,N,Samoa,N,Samoa,Estado Soberanos,,Estado Independiente de Samoa,Democracia parlamentaria,Apia,Oceanía,https://www.google.com/maps/place/Samoa,https://es.wikipedia.org/wiki/Samoa,https://commons.wikimedia.org/wiki/File:Samoa_in_its_region.svg#/media/File:Samoa_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Samoa&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Samoa&FORM=HDRSC4
153,San Cristóbal y Nieves,Saint Kitts and Nevis,Americas,Latin America and the Caribbean,Caribbean,KN,KNA,17.3333,-62.75,S,Saint Kitts & Nevis,211.0,S,Saint Kitts and Nevis,S,Saint_Kitts_and_Nevis,S,Saint Kitts and Nevis,S,Saint Kitts and Nevis,N,Saint Kitts and Nevis,Estado Soberanos,,Federación de San Cristóbal y Nieves,Monarquía constitucional,Basseterre,América,https://www.google.com/maps/place/San Cristóbal y Nieves,https://es.wikipedia.org/wiki/San Cristóbal y Nieves,https://commons.wikimedia.org/wiki/File:Saint Kitts and Nevis_in_its_region.svg#/media/File:Saint Kitts and Nevis_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Kitts and Nevis&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Kitts and Nevis&FORM=HDRSC4
154,San Marino,San Marino,Europe,Southern Europe,,SM,SMR,43.7667,12.4167,S,San Marino,218.0,S,San Marino,S,San_Marino,S,San Marino,S,San Marino,N,San Marino,Estado Soberanos,,Serenísima República de San Marino,República parlamentaria,Ciudad de San Marino,Europa,https://www.google.com/maps/place/San Marino,https://es.wikipedia.org/wiki/San Marino,https://commons.wikimedia.org/wiki/File:San Marino_in_its_region.svg#/media/File:San Marino_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +San Marino&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +San Marino&FORM=HDRSC4
155,San Vicente y las Granadinas,Saint Vincent and the Grenadines,Americas,Latin America and the Caribbean,Caribbean,VC,VCT,13.25,-61.2,S,St. Vincent & Grenadines,196.0,S,St. Vincent Grenadines,S,Saint_Vincent_and_the_Grenadines,S,Saint Vincent and the Grenadines,S,Saint Vincent and the Grenadines,N,Saint Vincent and the Grenadines,Estado Soberanos,,San Vicente y las Granadinas,Monarquía constitucional,Kingstown,América,https://www.google.com/maps/place/San Vicente y las Granadinas,https://es.wikipedia.org/wiki/San Vicente y las Granadinas,https://commons.wikimedia.org/wiki/File:Saint Vincent and the Grenadines_in_its_region.svg#/media/File:Saint Vincent and the Grenadines_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Vincent and the Grenadines&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Vincent and the Grenadines&FORM=HDRSC4
156,Santa Lucía,Saint Lucia,Americas,Latin America and the Caribbean,Caribbean,LC,LCA,13.8833,-61.1333,S,Saint Lucia,189.0,S,Saint Lucia,S,Saint_Lucia,S,Saint Lucia,S,Saint Lucia,N,Saint Lucia,Estado Soberanos,,Santa Lucía,Monarquía constitucional,Castries,América,https://www.google.com/maps/place/Santa Lucía,https://es.wikipedia.org/wiki/Santa Lucía,https://commons.wikimedia.org/wiki/File:Saint Lucia_in_its_region.svg#/media/File:Saint Lucia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Saint Lucia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Saint Lucia&FORM=HDRSC4
157,Santo Tomé y Príncipe,São Tomé and Príncipe,Africa,Sub-Saharan Africa,Middle Africa,ST,STP,1.0,7.0,S,Sao Tome & Principe,187.0,N,São Tomé and Príncipe,N,São Tomé and Príncipe,N,São Tomé and Príncipe,N,São Tomé and Príncipe,N,São Tomé and Príncipe,Estado Soberanos,,República Democrática de Santo Tomé y Príncipe,República semipresidencialista,Santo Tomé,África,https://www.google.com/maps/place/Santo Tomé y Príncipe,https://es.wikipedia.org/wiki/Santo Tomé y Príncipe,https://commons.wikimedia.org/wiki/File:São Tomé and Príncipe_in_its_region.svg#/media/File:São Tomé and Príncipe_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +São Tomé and Príncipe&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +São Tomé and Príncipe&FORM=HDRSC4
158,Senegal,Senegal,Africa,Sub-Saharan Africa,Western Africa,SN,SEN,14.0,-14.0,S,Senegal,70.0,S,Senegal,S,Senegal,S,Senegal,S,Senegal,S,Senegal,Estado Soberanos,,República de Senegal,República semipresidencialista,Dakar,África,https://www.google.com/maps/place/Senegal,https://es.wikipedia.org/wiki/Senegal,https://commons.wikimedia.org/wiki/File:Senegal_in_its_region.svg#/media/File:Senegal_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Senegal&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Senegal&FORM=HDRSC4
159,Serbia,Serbia,Europe,Southern Europe,,RS,SRB,44.0,21.0,S,Serbia,99.0,S,Serbia,S,Serbia,S,Serbia,S,Serbia,N,Serbia,Estado Soberanos,,República de Serbia,República parlamentaria,Belgrado,Europa,https://www.google.com/maps/place/Serbia,https://es.wikipedia.org/wiki/Serbia,https://commons.wikimedia.org/wiki/File:Serbia_in_its_region.svg#/media/File:Serbia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Serbia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Serbia&FORM=HDRSC4
160,Seychelles,Seychelles,Africa,Sub-Saharan Africa,Eastern Africa,SC,SYC,-4.5833,55.6667,S,Seychelles,200.0,S,Seychelles,S,Seychelles,S,Seychelles,S,Seychelles,N,Seychelles,Estado Soberanos,,República de las Seychelles,República presidencialista,Victoria,África,https://www.google.com/maps/place/Seychelles,https://es.wikipedia.org/wiki/Seychelles,https://commons.wikimedia.org/wiki/File:Seychelles_in_its_region.svg#/media/File:Seychelles_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Seychelles&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Seychelles&FORM=HDRSC4
161,Sierra Leona,Sierra Leone,Africa,Sub-Saharan Africa,Western Africa,SL,SLE,8.5,-11.5,S,Sierra Leone,103.0,S,Sierra Leone,N,Sierra Leone,N,Sierra Leone,S,Sierra Leone,N,Sierra Leone,Estado Soberanos,,República de Sierra Leona,República presidencialista,Freetown,África,https://www.google.com/maps/place/Sierra Leona,https://es.wikipedia.org/wiki/Sierra Leona,https://commons.wikimedia.org/wiki/File:Sierra Leone_in_its_region.svg#/media/File:Sierra Leone_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Sierra Leone&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Sierra Leone&FORM=HDRSC4
162,Singapur,Singapore,Asia,South-eastern Asia,,SG,SGP,1.3667,103.8,S,Singapore,114.0,S,Singapore,S,Singapore,S,Singapore,S,Singapore,N,Singapore,Estado Soberanos,,República de Singapur,República parlamentaria,Ciudad de Singapur,Asia,https://www.google.com/maps/place/Singapur,https://es.wikipedia.org/wiki/Singapur,https://commons.wikimedia.org/wiki/File:Singapore_in_its_region.svg#/media/File:Singapore_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Singapore&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Singapore&FORM=HDRSC4
163,Siria,Syria,Asia,Western Asia,,SY,SYR,35.0,38.0,S,Syria,68.0,S,Syria,S,Syria,S,Syria,S,Syria,N,Syria,Estado Soberanos,,República Árabe Siria,República semipresidencialista,Damasco,Asia,https://www.google.com/maps/place/Siria,https://es.wikipedia.org/wiki/Siria,https://commons.wikimedia.org/wiki/File:Syria_in_its_region.svg#/media/File:Syria_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Syria&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Syria&FORM=HDRSC4
164,Somalia,Somalia,Africa,Sub-Saharan Africa,Eastern Africa,SO,SOM,10.0,49.0,S,Somalia,73.0,S,Somalia,S,Somalia,S,Somalia,S,Somalia,N,Somalia,Estado Soberanos,,República Federal de Somalia,República parlamentaria,Mogadiscio,África,https://www.google.com/maps/place/Somalia,https://es.wikipedia.org/wiki/Somalia,https://commons.wikimedia.org/wiki/File:Somalia_in_its_region.svg#/media/File:Somalia_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Somalia&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Somalia&FORM=HDRSC4
165,Sri Lanka,Sri Lanka,Asia,Southern Asia,,LK,LKA,7.0,81.0,S,Sri Lanka,58.0,S,Sri Lanka,S,Sri_Lanka,S,Sri Lanka,S,Sri Lanka,N,Sri Lanka,Estado Soberanos,,República Democrática Socialista de Sri Lanka,República semipresidencialista,Sri Jayawardenepura / Kotte​,Asia,https://www.google.com/maps/place/Sri Lanka,https://es.wikipedia.org/wiki/Sri Lanka,https://commons.wikimedia.org/wiki/File:Sri Lanka_in_its_region.svg#/media/File:Sri Lanka_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Sri Lanka&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Sri Lanka&FORM=HDRSC4
166,Suazilandia / Esuatini,Eswatini,Africa,Sub-Saharan Africa,Southern Africa,SZ,SWZ,-26.5,31.5,S,Eswatini,159.0,S,Eswatini,S,Eswatini,S,Swaziland,S,Eswatini,N,Eswatini,Estado Soberanos,,Reino de Suazilandia,Monarquía absoluta,Mbabane​,África,https://www.google.com/maps/place/Suazilandia / Esuatini,https://es.wikipedia.org/wiki/Suazilandia / Esuatini,https://commons.wikimedia.org/wiki/File:Eswatini_in_its_region.svg#/media/File:Eswatini_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Eswatini&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Eswatini&FORM=HDRSC4
167,Sudáfrica,South Africa,Africa,Sub-Saharan Africa,Southern Africa,ZA,ZAF,-29.0,24.0,S,South Africa,25.0,S,South Africa,S,South_Africa,S,South Africa,S,South Africa,S,South Africa,Estado Soberanos,,República de Sudáfrica,República parlamentaria,"Pretoria (ejecutiva)
Bloemfontein (judicial)
Ciudad del Cabo(legislativa)",África,https://www.google.com/maps/place/Sudáfrica,https://es.wikipedia.org/wiki/Sudáfrica,https://commons.wikimedia.org/wiki/File:South Africa_in_its_region.svg#/media/File:South Africa_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +South Africa&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +South Africa&FORM=HDRSC4
168,Sudán,Sudan,Africa,Northern Africa,,SD,SDN,15.0,30.0,S,Sudan,34.0,S,Sudan,S,Sudan,S,Sudan,S,Sudan,N,Sudan,Estado Soberanos,,República del Sudán,República presidencialista (bajo junta militar),Jartum,África,https://www.google.com/maps/place/Sudán,https://es.wikipedia.org/wiki/Sudán,https://commons.wikimedia.org/wiki/File:Sudan_in_its_region.svg#/media/File:Sudan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +Sudan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +Sudan&FORM=HDRSC4
169,Sudán del Sur,South Sudan,Africa,Sub-Saharan Africa,Eastern Africa,SS,SSD,7.6138976,30.6326871,S,South Sudan,84.0,N,South Sudan,S,South_Sudan,N,South Sudan,N,South Sudan,N,South Sudan,Estado Soberanos,,República de Sudán del Sur,República presidencialista,Yuba,África,https://www.google.com/maps/place/Sudán del Sur,https://es.wikipedia.org/wiki/Sudán del Sur,https://commons.wikimedia.org/wiki/File:South Sudan_in_its_region.svg#/media/File:South Sudan_in_its_region.svg,https://www.bing.com/news/search?q=covid-19 + coronavirus +South Sudan&FORM=HDRSC4,https://www.bing.com/videos/search?q=covid-19 + coronavirus +South Sudan&FORM=HDRSC4
